id	M_ZT0	M_ZT0.1	M_ZT0.2	M_ZT4	M_ZT4.1	M_ZT4.2	M_ZT8	M_ZT8.1	M_ZT8.2	M_ZT12	M_ZT12.1	M_ZT12.2	M_ZT16	M_ZT16.1	M_ZT16.2	M_ZT20	M_ZT20.1	M_ZT20.2
AGAP009982-RA	1302.3980811373	1416.25600452385	1224.84923977397	990.02395954663	1084.09176826998	1197.30736482525	834.046789033012	1362.58909908058	1359.53443999048	1682.7547108051	1554.04598809189	2128.18918700042	1755.50588412898	1926.73668992831	1826.73031860076	1351.36442614022	1980.94210989245	1540.92928359988
AGAP009983-RA	132.29487411947	158.370507628379	122.732035458186	213.104788340296	152.906762878017	163.612428970514	150.888806562952	130.073592235329	149.779217965052	160.532155351778	179.618342174095	162.974209248167	137.653413953967	187.869695055343	108.630489926306	108.498251268179	292.466206125725	128.794089375512
AGAP009984-RA	0	0	0	8.52419153361182	3.43610703096666	2.51711429185407	1.18810083907836	4.54802770053597	1.77253512384677	0	6.94656571944014	4.23309634410824	0	6.00496742186028	0	0	4.34893986804051	0
AGAP009985-RA	209.359849334695	180.562553283311	200.984004374478	250.854779417719	357.355131220533	325.546781746459	187.719932574382	171.005841540152	136.485204536202	130.314337873796	88.3206212900247	111.118779032841	220.075519839984	177.575465189297	192.927750109119	190.807269471626	203.312938830894	213.430205250849
AGAP009988-RA	147.707869162515	136.178461973447	159.79875757643	187.53221373946	221.62890349735	177.037038527069	122.374386425072	148.265703037473	117.87358573581	121.815576708114	131.984748669363	161.91593516214	163.99449934022	171.570497767437	161.642169010343	159.380189793946	216.359758435016	195.031049625776
AGAP009989-RA	104.037716540554	97.8467467512914	107.905346610888	116.903198175248	109.955424990933	118.304371717141	68.9098486665451	98.237398331577	93.0580940019556	93.4863728225057	93.2824539467676	138.633905269545	101.115779385938	100.36874119395	79.0829966663506	118.973944494073	95.6766770968913	90.1558625628587
AGAP009990-RA	1744.23727237126	1953.90874698197	1257.79743721241	1646.38670763474	1819.41867289685	1183.8827552687	1626.51004869828	1473.56097497365	1686.56717034021	2033.09253219045	1952.97733369403	1650.90757420221	1258.42411151744	1460.92278848972	1871.9206024101	1472.58316203984	1615.63116097705	1467.33266109959
AGAP009991-RA	4677.84399556416	3886.63417765697	4046.03864544032	4449.62798054537	4716.05690000175	3186.66669348725	2037.59293901939	2689.70358209697	1803.55448851409	857.430570937729	1663.20630654024	747.141504735104	1977.2808288326	2124.04276236086	1396.55357849259	3165.15588182344	3244.30914155822	2821.51051510498
AGAP009992-RA	244.039088181546	208.806975025952	227.34256232523	258.161229303672	219.910849981866	229.896438656005	206.729545999635	241.045468128406	219.794355357	231.355165065797	257.022931619285	282.559180969225	264.260566294343	246.203664296271	227.689506885537	246.927054610339	208.749113665945	309.10581450123
AGAP009993-RA	306.975484607313	371.212400046137	323.716039832664	333.66121145852	329.8662749728	280.238724493086	357.618352562588	316.542727957304	266.76653613894	395.664547602322	385.038214163254	346.055626130849	307.595900316889	426.35268695208	307.641547471298	318.760379587892	425.10887210096	391.902014814059
AGAP009994-RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17446993402026	0
AGAP009995-RA	1105.88239433848	1114.64592948636	1342.63904561639	774.483687911017	742.199118688799	809.671763879725	614.248133803514	663.102438738145	737.374611520258	757.334050541915	645.038245376585	522.787398497368	577.804453633934	563.609085166029	650.044851719014	600.855832885159	492.517440055588	522.536019752079
AGAP009996-RA	56.5143151578317	53.4626554414273	43.6563616059318	66.9757906212357	67.0040871038499	52.0203620316507	46.3359327240562	44.5706714652525	36.3369700388589	52.8811805864679	42.6717608479894	42.3309634410824	45.8844713179889	37.745509508836	33.023668937597	55.3715213368639	46.7511035814355	66.2369602502636
AGAP009997-RA	314.681982128836	297.57515764568	323.716039832664	381.153135717214	438.10364644825	358.269267540562	308.906218160375	287.435350673873	341.213011340504	347.504900996789	286.793927559743	428.601004840959	397.665418089237	277.944206383247	292.86780084132	398.076342583941	279.419386521603	358.783534688928
