CycID	BH.Q	ADJ.P	PER	LAG	AMP
AGAP009779-RA	0.00473530063064799	0.00137277958969135	24	22	27.1171490681052
AGAP009783-RA	0.0104020698840456	0.00464124344376445	20	4	345.607123242298
AGAP009790-RA	0.000741328716315586	7.11438421522455e-05	20	8	112.364945674431
AGAP009791-RA	0.00623554422873369	0.00209444471261698	20	12	98.3676566552942
AGAP009798-RA	0.00623554422873369	0.00209444471261698	24	20	255.805493609217
AGAP009799-RA	0.160769249698264	0.147108417084783	24	14	93.3138689133417
AGAP009810-RA	0.126881025204327	0.113309279422725	20	2	2.31875401465179
AGAP009811-RA	0.0225397403608559	0.0137221278371488	24	6	52.6715763977149
AGAP009812-RA	0.253882282376914	0.241446195902603	16	14	34.5292340590394
AGAP009822-RA	0.000741328716315586	7.11438421522455e-05	20	4	18.7557904792056
AGAP009823-RA	0.0026302037439377	0.000558293830352654	20	6	643.502587319777
AGAP009824-RA	0.0999941246176127	0.0864660957623142	20	6	156.990432690843
AGAP009831-RA	0.00805338209321419	0.0031424559917207	24	10	62.375917495895
AGAP009832-RA	0.0104020698840456	0.00464124344376445	24	12	43.1812415788078
AGAP009833-RA	0.00623554422873369	0.00209444471261698	20	4	1373.38953007256
AGAP009838-RA	0.0104020698840456	0.00464124344376445	20	10	59.6247937543575
AGAP009866-RA	0.0026302037439377	0.000558293830352654	20	8	69.9216467083
AGAP009867-RA	0.0225397403608559	0.0137221278371488	20	6	76.5963795466534
AGAP009868-RA	0.00473530063064799	0.00137277958969135	24	4	8.34284477164561
AGAP009869-RA	0.044023511439758	0.031348964993923	24	2	3.64454187371896
AGAP009883-RA	0.485690953711914	0.477113272756655	12	6	120.866760432266
AGAP009889-RA	0.126881025204327	0.113309279422725	24	12	61.0199085231504
AGAP009893-RC	0.000175909362375186	5.68584076987438e-06	24	18	135.438327720079
AGAP009896-RA	0.00353659496976724	0.000883854124400343	20	10	696.624457503009
AGAP009897-RA	0.00623554422873369	0.00209444471261698	16	10	887.805483911688
AGAP009901-RA	0.00623554422873369	0.00209444471261698	24	20	223.590799294215
AGAP009904-RA	0.013521274767482	0.00675387899915211	20	0	18.5645550649939
AGAP009915-RA	0.00623554422873369	0.00209444471261698	16	10	139.674186629099
AGAP009924-RA	0.013521274767482	0.00675387899915211	24	18	46.5031059840054
AGAP009929-RA	0.126881025204327	0.113309279422725	24	22	273.826271043528
AGAP009934-RA	0.0480192513252851	0.0361944506823709	16	14	54.1768351155028
AGAP009935-RB	0.0174464485217839	0.00969117950210387	24	18	45.6108854116963
AGAP009935-RC	0.0788197079850958	0.0653460291459241	24	20	144.131933898195
AGAP009942-RA	0.00473530063064799	0.00137277958969135	24	8	112.281430584355
AGAP009944-RA	0.00805338209321419	0.0031424559917207	16	4	28.9795279816895
AGAP009945-RA	0.0999941246176127	0.0864660957623142	24	0	18.0820069762592
AGAP009947-RA	0.0372538367193119	0.0265034793054751	20	12	57.3225319452383
AGAP009953-RA	0.0290788229269775	0.0191856279224977	20	10	8563.24126854378
AGAP009961-RA	0.253882282376914	0.241446195902603	16	12	255.939581871366
AGAP009967-RA	0.0480192513252851	0.0361944506823709	20	2	11.7873370583983
AGAP009968-RA	0.00805338209321419	0.0031424559917207	20	2	11.8334958075993
AGAP009969-RA	0.00197112314418885	0.000345488428471622	20	2	13.3297603336266
AGAP009978-RA	0.0225397403608559	0.0137221278371488	16	6	12.4504265929349
AGAP009981-RA	0.00623554422873369	0.00209444471261698	20	16	15.8004140711592
AGAP009982-RA	0.00473530063064799	0.00137277958969135	24	16	389.637676385363
AGAP009985-RA	0.00100774840362693	0.000123575945529727	16	4	79.1134467381197
AGAP009988-RA	0.00805338209321419	0.0031424559917207	16	4	25.1979571754547
AGAP009991-RA	0.000262782766202739	1.12958936488348e-05	24	2	1462.832680756
AGAP009995-RA	0.203160260353675	0.189282268560105	24	4	151.736073484408
AGAP010007-RA	0.00805338209321419	0.0031424559917207	20	4	131.42755749905
AGAP010010-RA	0.00353659496976724	0.000883854124400343	20	8	190.329884516963
AGAP010014-RA	0.061568036359375	0.0488892471324194	20	12	93.4785341584126
AGAP010025-RA	0.0290788229269775	0.0191856279224977	20	8	312.410469844079
